tool,execution_id,project,caller_class,callee_class,type,covered_lines,total_lines,line_coverage_perc,killed_mutants,total_mutants,mutation_coverage_perc
cling,2,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,96,289,33,69,670,10
evosuite-callee5,2,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,243,289,84,306,670,46
evosuite-caller5,2,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,243,289,84,308,670,46
randoop,2,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,193,289,67,232,670,35
randoop-caller5,2,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,14,289,5,8,670,1
cling,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,80,971,8,72,2403,3
evosuite-callee5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,602,971,62,769,2403,32
evosuite-caller5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,602,971,62,737,2403,31
randoop,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,4,971,0,0,2403,0
cling,2,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,217,971,22,476,2403,20
evosuite-callee5,2,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,602,971,62,769,2403,32
evosuite-caller5,2,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,613,971,63,804,2403,33
randoop,2,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,0,,0,0,,0
cling,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,7,54,13,2,105,2
evosuite-callee5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,33,54,61,17,105,16
evosuite-caller5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,33,54,61,17,105,16
randoop,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,10,54,19,1,105,1
cling,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,0,29,0,0,66,0
evosuite-callee5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,25,29,86,46,66,70
evosuite-caller5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,25,29,86,46,66,70
randoop,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,23,29,79,34,66,52
randoop-caller5,2,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,0,29,0,0,66,0
cling,2,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,190,1667,11,295,4533,7
evosuite-callee5,2,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,916,1667,55,1422,4533,31
evosuite-caller5,2,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,923,1667,55,1434,4533,32
randoop,2,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,143,1667,9,95,4533,2
cling,2,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,0,289,0,0,670,0
evosuite-callee5,2,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,243,289,84,306,670,46
evosuite-caller5,2,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,243,289,84,305,670,46
randoop,2,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,190,289,66,198,670,30
randoop-callee5,2,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,193,289,67,232,670,35
randoop-caller5,2,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,0,,0,0,,0
cling,2,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,184,1667,11,500,4533,11
evosuite-callee5,2,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,916,1667,55,1422,4533,31
evosuite-caller5,2,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,918,1667,55,1436,4533,32
randoop,2,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,27,1667,2,0,4533,0
cling,2,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,1667,0,0,4533,0
evosuite-callee5,2,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,916,1667,55,1422,4533,31
evosuite-caller5,2,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,916,1667,55,1422,4533,31
randoop,2,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,1667,0,0,4533,0
cling,2,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,106,1667,6,190,4533,4
evosuite-callee5,2,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,916,1667,55,1422,4533,31
evosuite-caller5,2,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,918,1667,55,1428,4533,32
randoop,2,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,2,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,2,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,135,1667,8,109,4533,2
cling,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,50,82,61,0,126,0
evosuite-callee5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,77,82,94,57,126,45
evosuite-caller5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,55,82,67,6,126,5
randoop,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,69,82,84,36,126,29
randoop-callee5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,0,,0,0,,0
randoop-caller5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,69,82,84,28,126,22
cling,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,15,94,16,3,347,1
evosuite-callee5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,93,94,99,275,347,79
evosuite-caller5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,93,94,99,275,347,79
randoop,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,57,99,58,108,347,31
randoop-callee5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,17,99,17,9,347,3
randoop-caller5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,0,99,0,0,347,0
cling,3,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,63,82,77,6,126,5
evosuite-callee5,3,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,77,82,94,57,126,45
evosuite-caller5,3,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,77,82,94,54,126,43
randoop,3,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,78,82,95,113,126,90
randoop-callee5,3,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,0,,0,0,,0
randoop-caller5,3,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,78,82,95,111,126,88
cling,3,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,43,0,0,80,0
evosuite-callee5,3,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,43,0,0,80,0
evosuite-caller5,3,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,43,0,0,80,0
randoop,3,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,3,43,7,3,80,4
randoop-callee5,3,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,,0,0,,0
randoop-caller5,3,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,,0,0,,0
cling,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,16,77,21,31,413,8
evosuite-callee5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,76,77,99,280,413,68
evosuite-caller5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,76,77,99,281,413,68
randoop,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,19,77,25,43,413,10
randoop-callee5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,12,77,16,15,413,4
randoop-caller5,3,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,7,77,9,10,413,2
cling,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,1,43,2,0,79,0
evosuite-callee5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,7,43,16,3,79,4
evosuite-caller5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,7,43,16,3,79,4
randoop,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,0,190,0,0,509,0
randoop-callee5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,10,44,23,4,79,5
randoop-caller5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,0,44,0,0,79,0
cling,3,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,0,77,0,0,212,0
evosuite-callee5,3,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,77,77,100,109,212,51
evosuite-caller5,3,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,77,77,100,110,212,52
randoop,3,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,0,190,0,0,509,0
randoop-callee5,3,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,45,87,52,25,212,12
randoop-caller5,3,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,38,87,44,22,212,10
cling,3,mockito,org.mockito.asm.util.ASMifierClassVisitor,org.mockito.asm.util.ASMifierAbstractVisitor,sub/super,10,101,10,0,328,0
evosuite-callee5,3,mockito,org.mockito.asm.util.ASMifierClassVisitor,org.mockito.asm.util.ASMifierAbstractVisitor,sub/super,57,101,56,117,328,36
evosuite-caller5,3,mockito,org.mockito.asm.util.ASMifierClassVisitor,org.mockito.asm.util.ASMifierAbstractVisitor,sub/super,57,101,56,117,328,36
randoop,3,mockito,org.mockito.asm.util.ASMifierClassVisitor,org.mockito.asm.util.ASMifierAbstractVisitor,sub/super,0,190,0,0,509,0
randoop-callee5,3,mockito,org.mockito.asm.util.ASMifierClassVisitor,org.mockito.asm.util.ASMifierAbstractVisitor,sub/super,0,106,0,0,328,0
randoop-caller5,3,mockito,org.mockito.asm.util.ASMifierClassVisitor,org.mockito.asm.util.ASMifierAbstractVisitor,sub/super,39,106,37,38,328,12
cling,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.InterceptFieldTransformer,sub/super,24,90,27,6,188,3
evosuite-callee5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.InterceptFieldTransformer,sub/super,24,90,27,2,188,1
evosuite-caller5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.InterceptFieldTransformer,sub/super,24,90,27,2,188,1
randoop,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.InterceptFieldTransformer,sub/super,0,190,0,0,509,0
randoop-callee5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.InterceptFieldTransformer,sub/super,28,95,29,3,188,2
randoop-caller5,3,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.InterceptFieldTransformer,sub/super,0,95,0,0,188,0
cling,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.CodeEmitter,call,130,420,31,0,745,0
evosuite-callee5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.CodeEmitter,call,413,420,98,221,745,30
evosuite-caller5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.CodeEmitter,call,413,420,98,221,745,30
randoop,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.CodeEmitter,call,0,190,0,0,509,0
randoop-callee5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.CodeEmitter,call,20,437,5,0,745,0
randoop-caller5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.CodeEmitter,call,144,437,33,0,745,0
cling,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.ReflectUtils,call,61,200,31,96,518,19
evosuite-callee5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.ReflectUtils,call,154,200,77,207,518,40
evosuite-caller5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.ReflectUtils,call,54,200,27,10,518,2
randoop,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.ReflectUtils,call,178,202,88,306,518,59
randoop-callee5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.ReflectUtils,call,130,202,64,183,518,35
randoop-caller5,3,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.ReflectUtils,call,60,202,30,7,518,1
cling,3,mockito,org.mockito.asm.AnnotationWriter,org.mockito.asm.ClassWriter,call,292,351,83,482,883,55
evosuite-callee5,3,mockito,org.mockito.asm.AnnotationWriter,org.mockito.asm.ClassWriter,call,347,351,99,531,883,60
